,count(2891)
【表,1
嘉永,22
天印,1
諸御,4
酉八,1
凡例,1
朱丸,31
米之,1
壱度,1
御口,1
倹約,4
【前,1
○天,4
年觸,1
未申,1
子丑,1
卯　,1
○弘,4
○申,1
御役,6
處ゟ,1
候様,12
御国,4
積出,1
参詣,1
舞を,1
三十,15
手代,1
墨料,1
邊路,1
四十,14
村々,8
積送,2
御主,2
取約,1
自村,1
鍛合,1
面ヲ,1
五十,6
五拾,9
御指,2
村役,7
昨年,7
高潮,1
財利,1
人御,1
指上,1
取候,2
六十,16
相及,2
毛綿,2
取究,10
多候,1
候故,1
名面,1
造高,1
上方,1
不都,2
御聴,4
ニ而,11
之向,1
百通,2
来正,2
御趣,9
三ヶ,1
候御,1
七十,9
書之,2
上納,7
爰元,1
返賣,1
御山,2
書幷,1
砲術,1
申出,13
品々,1
被仰,15
○【,75
郷店,1
有之,23
免候,1
依之,1
出買,1
ゟ之,1
右之,28
可申,20
但別,2
品も,1
一茶,1
一草,1
一　,3
一墨,1
一薪,1
一傘,1
一杓,1
一苧,1
山布,1
但染,2
一蝋,1
一古,1
但質,2
一鰯,1
一葬,1
一丸,1
以上,13
段格,1
候而,6
跡く,1
高直,1
直ニ,1
當前,1
一枚,1
之外,1
来通,1
午二,1
但本,7
性ニ,1
済ニ,1
度心,1
不申,8
猶又,3
【押,4
但云,1
以下,1
年貢,1
速取,3
右夫,1
不洩,2
巳十,3
一此,3
容易,2
恐入,1
引上,1
運凌,1
事ニ,11
申聞,10
一不,3
割當,1
相弁,1
一右,8
申事,2
御慈,1
心根,1
テツ,1
シ候,1
方行,1
一後,1
右様,6
一米,2
此惣,1
八厘,1
美馬,2
千百,1
名東,18
千弐,1
板野,3
九百,1
阿波,3
六百,1
七郡,1
惣合,1
此弐,5
内六,1
同六,1
同五,1
同三,4
一三,5
一百,1
一五,5
一拾,2
一廿,2
一四,1
一十,1
一御,16
當置,2
但御,10
外賣,1
一弐,7
有御,1
尤成,1
一前,1
指略,1
乞願,1
自然,5
十一,9
直段,1
来年,1
取扱,3
ゟ上,1
抔ハ,1
地主,1
下作,1
無御,1
併郡,1
伺上,1
天保,8
御年,5
武澤,1
列座,1
一市,5
五月,4
三度,1
申付,5
一於,1
相用,1
様申,1
一郷,4
米高,1
込指,1
等ニ,3
不作,1
難渋,5
違作,1
理之,1
ヲ御,1
御仁,7
得と,1
別帋,1
仰出,6
飯料,3
仕飯,1
飯物,1
貯出,1
大数,1
之場,1
相凌,1
時節,2
聞召,2
精々,3
相撲,1
無之,7
一体,1
一家,2
人々,3
融通,1
取計,1
任せ,1
主人,2
心ヲ,1
但処,1
農事,2
得可,1
一非,2
至ニ,1
他國,1
相勤,2
之様,3
一吉,1
小百,3
重々,8
正月,10
御渡,3
奉畏,2
私共,2
請書,5
大田,2
仁木,4
富永,1
湯浅,4
阿部,4
松嶋,1
東條,6
御郡,8
内藤,3
作難,1
秋違,1
義専,1
被入,1
諭候,1
猶無,1
仍而,3
午正,1
連判,2
當年,1
心得,9
羽筋,1
市中,1
御家,10
羽之,1
金費,1
公邊,1
更後,1
へき,1
不顧,1
損の,1
方精,1
可有,5
右者,9
羽州,1
被遊,1
御取,3
居申,3
ニ付,9
前以,1
申間,1
炊相,1
約仕,1
一牧,2
相聞,8
出来,4
年ニ,1
不相,8
午五,4
別紙,7
御意,1
就中,1
奉公,4
者も,1
但處,1
分ハ,1
可然,1
有来,1
最中,1
剛柔,1
ごう,1
折之,1
々一,1
うら,1
ミて,1
いや,1
【マ,1
か上,1
召仕,1
宛ふ,1
れん,1
を専,1
わす,1
れす,1
纔之,1
せし,2
被相,2
もと,1
右御,3
尚又,1
御念,1
申処,1
其手,1
旨御,1
御當,1
而ハ,1
候条,6
之候,1
迫ニ,1
豊年,1
者以,1
済ゟ,1
九月,1
諸手,1
早々,3
十月,1
以手,5
相至,1
以仕,1
悪ニ,1
申義,2
ニも,2
三所,1
被成,3
相成,10
乱俵,1
通ニ,2
亥十,5
ニお,1
相觸,4
一組,4
居心,1
一諸,5
ゟ申,1
了簡,4
此株,1
日々,1
一出,2
但組,1
當用,1
右株,1
沖洲,3
越久,2
一番,2
御案,2
一居,2
一別,1
一牛,1
一村,3
書付,3
寅十,3
救助,3
規定,1
證文,1
盛衰,1
皆済,1
限ニ,1
印ヲ,1
旨可,1
大屋,1
組頭,8
教諭,2
元〆,1
諸勤,1
一様,1
懇意,1
進物,1
古キ,1
義も,2
も不,2
指定,1
取改,1
此段,7
中申,1
市郷,2
暑寒,1
別而,3
様成,1
者抔,1
麁末,1
町御,2
不仕,2
持明,1
左通,1
藍方,1
調達,1
之内,2
義ハ,3
可被,6
候ニ,6
弘化,8
武市,2
片岡,2
後藤,8
松江,5
右名,1
辰八,1
端書,1
牽馬,1
一通,1
右道,1
中繋,1
繋置,1
場狭,1
懸往,1
相背,4
指預,1
但右,4
達有,1
御達,1
頃日,1
之面,1
口等,1
障ニ,1
不心,1
端々,2
之者,13
巳六,2
東名,2
中村,1
修行,1
誓慎,2
七月,1
旨ヲ,1
三ケ,1
迄之,2
先日,3
度申,1
者無,1
つそ,1
為念,1
少も,2
御座,3
多田,1
御同,1
與頭,9
御勝,3
召上,4
仰付,9
打續,1
不時,1
聊御,1
之御,4
一昨,3
公義,1
指支,2
御公,1
故又,1
候得,9
大ニ,1
春八,1
向ヲ,1
止御,1
付而,3
儘ニ,1
先達,2
兎角,3
寄懸,1
御配,1
折返,1
莫大,1
可相,5
なが,1
サヘ,1
而半,1
詰之,1
可薄,1
御都,1
奉承,1
相達,4
當り,1
去ル,1
返上,1
割符,1
被遂,1
御合,2
江も,1
被下,2
義ニ,3
迷惑,2
午七,1
御手,4
佐藤,5
福田,3
此度,10
御高,1
八月,4
居屋,1
一町,1
高合,1
定米,1
内麦,1
米〆,1
残而,1
午八,1
岸和,1
諸職,3
之心,1
口入,1
前觸,1
之ニ,1
素之,1
下知,1
組村,1
於村,1
者共,3
重者,1
但ケ,1
難叶,1
方程,1
午十,1
大工,1
畳刺,1
張付,1
木挽,1
左官,1
杮師,1
萱葺,1
任一,1
尤市,1
持参,2
義故,1
相守,2
とも,2
一日,1
右ハ,3
趣ニ,2
相當,1
之義,8
ニ候,3
貢罷,1
給銀,1
質素,5
筋等,1
等迄,1
高賃,2
得ハ,1
得実,1
但奉,1
取召,1
取不,1
入仕,1
給取,1
之筋,1
右店,1
等い,1
人を,1
多出,1
遣捨,1
右商,1
都而,3
者可,1
之仕,1
往還,1
人集,1
但煑,1
付不,1
義有,1
一質,1
食等,1
今日,1
取締,1
先ハ,1
懸り,1
之處,2
出シ,1
相生,1
衣服,1
いつ,1
来ル,2
触出,1
来之,1
多令,1
体ニ,1
到迄,1
条向,1
躰ヲ,1
家之,1
迄屹,1
出火,2
第一,2
一統,1
追々,3
騒々,1
勿論,4
之気,1
候者,3
仕度,1
拾ケ,2
相備,1
餘程,1
不融,1
宛ニ,1
令忘,1
多相,1
無滞,1
右不,1
受持,1
共三,1
共江,2
ニ者,1
銀年,2
迄歩,1
明夏,1
被蒙,2
當職,1
配慮,1
御事,1
相心,9
居候,2
御奉,2
御免,2
被召,2
御隠,1
在候,1
支配,2
近比,3
菊等,1
候類,2
も相,1
但支,1
様可,1
御留,2
南北,4
近来,2
旨彼,1
就而,2
田畠,1
末ゟ,2
斗之,1
相流,2
百姓,1
被　,3
様懇,1
申九,1
打廻,1
相懈,1
付候,1
一節,1
鶴鴈,1
前廣,1
立御,1
一鶴,1
筒音,1
指留,1
御懇,1
年号,2
四五,1
御出,2
月　,1
同當,1
兼而,3
年限,2
万事,1
等仕,1
究之,1
候所,2
荒候,1
得共,1
仕趣,1
日数,1
儀者,2
追立,2
哉於,1
存候,2
方等,1
本文,3
正兵,1
鴈追,1
方相,1
候依,1
文化,1
如何,3
被申,4
然者,2
御相,1
候趣,1
相済,1
日和,1
御荷,1
御往,1
御坐,1
御用,2
傳馬,5
成居,1
願出,3
奉仕,1
依而,1
奉申,2
岡介,1
伊丹,1
前顕,1
那賀,1
之懸,1
壱通,1
万一,1
聞候,2
形相,1
此義,1
郷分,3
取立,1
疼強,1
相應,2
右出,2
年迄,1
其方,2
當秋,3
右ニ,3
留ニ,1
北方,1
諸国,1
相弛,1
相暮,1
要之,1
相迷,1
不弁,3
国力,1
浦共,1
郷御,1
者迄,1
組下,1
夫々,4
為仕,2
鈴江,3
【付,4
義地,1
等之,1
しめ,1
厚薄,1
上印,1
一極,3
家族,3
同弐,3
中印,1
下印,1
一困,1
一納,1
一穢,1
弐拾,1
一金,1
夜ゟ,1
仕候,4
前ゟ,1
月金,1
相懸,2
覗見,1
者町,1
【以,2
但諸,4
賣事,1
下々,3
【貼,4
興行,2
諸郷,1
無據,3
音寺,1
寄進,1
角力,1
社裏,1
一大,1
右最,1
取餘,1
右件,1
ゟ小,1
一近,2
出精,2
只今,5
比な,1
立候,1
程能,1
困窮,2
行届,1
六七,1
模様,1
難有,1
有合,1
思召,4
自力,1
可仕,3
置候,2
直々,1
【包,1
潤十,1
写書,1
僻學,1
蘭書,2
奇説,1
其事,1
致し,1
難申,1
持渡,1
為書,1
流布,1
洩候,1
可及,1
守備,1
【紺,1
セイ,1
ヤウ,1
カク,2
ニシ,1
サイ,1
ナミ,1
【僻,1
キミ,1
シリ,1
クセ,1
ヘキ,1
ツシ,1
サタ,1
ヤム,1
不レ,1
トギ,1
キハ,2
一も,1
【究,1
ヲク,1
タン,1
セン,1
ヨク,1
イ　,1
ムナ,1
コト,2
エラ,1
致シ,1
トフ,1
ヒル,2
カヘ,1
ヤフ,1
アシ,1
アザ,1
サダ,1
御野,1
諸鳥,1
為御,1
御道,1
御通,1
洲鴨,1
御鷹,1
親布,1
亥正,1
往来,1
現在,1
師を,1
而者,1
但最,1
葬方,1
物乞,1
行之,1
一木,1
一寺,1
書可,1
一男,1
何兵,2
仕御,1
仕處,1
請持,1
兼帯,1
一穂,1
一高,3
徳之,1
御召,1
一赤,1
麻植,3
一谷,1
名西,3
已前,1
懸合,1
西御,1
右被,1
春太,1
罷出,3
壱匁,1
年申,1
一先,1
畳代,1
壱日,1
御極,1
等手,1
両人,2
此比,1
之流,1
居宅,1
出候,1
近郷,2
口過,1
幷口,1
見聞,1
亥六,1
美好,1
一亥,1
格別,3
捨置,1
此節,1
相貯,1
候哉,2
も有,1
手元,2
出事,2
十二,3
一立,1
女羽,1
但紺,1
すそ,1
一し,1
但茶,1
かへ,1
一と,1
一帯,1
一銀,2
但瓢,1
入尺,1
一同,5
但小,1
合六,1
諸賑,1
地神,1
村方,1
柄村,1
之事,2
向後,1
郷目,5
御端,3
一来,1
相送,1
火之,1
五六,1
始留,1
仕在,1
姓ヲ,1
一人,1
呼打,1
意を,1
成行,1
かま,1
意ニ,1
此書,1
此砌,3
罷在,3
為申,1
番非,4
捕相,1
送り,2
但番,1
他国,5
可遣,1
一最,1
却而,1
但火,1
場所,2
一他,1
逗留,1
津田,3
申継,1
先以,1
三澤,3
各様,2
御了,1
仕差,1
下佐,2
諸品,1
不旋,1
尤年,1
勝手,1
近年,3
出銀,2
前々,2
場ニ,1
指相,1
度と,1
ヲ以,3
庄助,1
置可,1
一鮎,1
一耕,1
出張,1
一矢,1
落候,1
但此,2
他流,1
も難,1
浮雲,1
アブ,1
此玉,1
玉落,1
ヤブ,1
サケ,1
致候,1
候へ,1
寄々,1
先済,1
者た,1
懸ニ,1
金銀,1
両三,2
聞と,1
何と,1
延引,1
者之,1
共取,1
庄屋,2
三月,2
江者,1
指出,3
別宮,1
申談,1
高洲,1
請場,1
なら,1
難相,3
未餘,1
再應,1
相進,1
来月,1
當月,1
精堀,1
但来,1
已上,1
一目,1
相行,1
無油,1
紙面,1
貸シ,1
郡中,1
丑十,2
先月,1
早雲,1
随而,1
急々,1
六月,3
猶以,2
御普,3
相仕,1
屹と,3
請願,1
一内,1
成尺,1
其村,1
左候,1
是迄,2
同断,1
写取,1
仕様,1
人夫,1
請相,1
最早,1
寺澤,1
度々,1
相染,1
尋等,1
候事,2
心懸,1
且大,1
何れ,1
付中,1
當分,1
分而,1
以後,1
高價,2
此上,2
おい,1
諸士,2
不埒,1
違犯,1
淡州,1
村上,1
馬詰,1
赤川,1
三間,1
穂積,3
森　,2
以帋,1
此當,1
多分,1
尤水,1
氣配,1
買米,2
同疼,1
噤候,1
相廻,1
相調,5
限り,2
限申,1
有下,1
遂披,1
幷究,1
之節,2
候義,1
寅二,1
胡乱,3
成候,1
御承,1
廻書,1
二月,3
郡方,1
【末,1
類度,1
入込,1
相見,3
吉時,1
目ニ,1
相記,2
究向,1
町方,1
其外,1
手崎,2
廻達,1
第十,2
ゟ被,1
のた,1
土州,1
御他,1
之段,1
右受,1
内可,1
寅閏,1
宮城,3
御呼,1
迚も,1
ヲ始,1
廣大,1
等者,1
始壱,2
左之,1
冬壱,2
借財,1
應之,1
銀主,2
之慶,1
幷内,1
元利,2
候厚,1
篤と,2
相基,1
幷大,1
住之,1
奉行,1
新御,2
義可,1
同然,1
拝借,4
半数,1
但立,2
格々,1
職月,1
数川,1
付帋,2
此左,1
嶋浦,1
之通,2
次郎,1
願之,1
指加,1
之哉,1
付共,1
勝浦,2
郡付,1
同郡,2
造酒,1
傍示,1
請被,1
井組,1
秋上,1
拾弐,1
段相,1
為指,1
旨本,1
おゐ,3
外同,1
御箱,1
候旨,1
尤右,1
為相,2
卯五,1
令困,1
破損,1
且又,1
處務,1
浦住,1
當季,1
壱両,1
尤支,1
類買,1
其價,1
町奉,1
筋ニ,1
本人,2
服等,1
其末,1
将亦,1
尚亦,1
卯七,1
當夏,1
畢竟,1
哉ニ,1
儀聊,1
之儀,3
卯十,1
存寄,2
趣意,1
【右,2
辰二,1
海部,1
一小,1
御礼,1
御扶,1
壱統,2
南方,1
面々,1
御備,1
別段,1
歩一,3
半減,1
觸達,1
愈相,1
當時,1
不拘,1
高之,1
御支,2
御制,2
於江,1
絹物,1
於御,1
近在,1
役人,3
御持,1
御写,1
五ツ,1
河野,1
庄野,1
坂東,1
諏訪,2
与頭,4
津浪,1
相建,1
且ハ,1
震諸,1
徘徊,1
押及,1
但今,1
慥成,1
底工,1
留置,1
道人,1
但市,1
手懸,7
一冨,1
右場,3
大嶋,1
下才,3
武吉,1
道蔵,1
真佐,1
嘉七,1
一沖,1
村井,1
音五,1
孫三,1
木内,1
佐兵,1
傳兵,1
一佐,1
中川,1
元吉,1
与兵,1
岡本,1
安右,1
初蔵,1
男女,1
次第,1
一追,1
手寄,1
共ゟ,1
但遠,1
可指,1
一舩,1
引渡,1
代處,1
飯代,1
調相,1
又ハ,2
施受,1
卯正,1
中山,1
一世,2
不残,1
見免,1
一藍,1
無切,1
出生,1
雇主,1
一盗,1
處へ,1
但送,1
人数,1
手許,1
申渡,1
相認,1
之為,1
切手,1
壱應,1
遂穿,1
国處,1
手弛,1
本〆,1
演達,1
及候,1
違も,1
向ニ,1
右取,1
尚程,1
安政,6
御演,1
【左,1
内壱,1
尤其,1
認可,1
早渕,1
北新,1
一在,1
帳面,1
一奕,1
斯々,1
可認,1
御□,1
一處,1
入切,1
申通,1
一加,1
ばせ,1
代り,1
組々,1
一博,1
引出,1
其心,1
奕事,1
中折,1
先觸,1
差下,1
尤御,1
止宿,1
未拾,2
三宅,1
伊溜,1
諸國,2
問屋,1
口達,1
拙者,1
村木,1
巨細,1
領主,1
可書,1
一無,1
以之,1
引有,1
書如,1
入溜,1
酒造,1
尚以,1
可給,1
一株,1
一蔵,1
何何,2
何国,1
何屋,1
半切,1
以急,1
栄可,1
毎々,1
兼候,1
下筋,1
東様,1
難計,1
居合,1
方迄,1
御掛,1
御油,1
得貴,1
鎌田,1
従西,1
申二,1
之衰,1
渋い,1
方ゟ,1
至自,1
大江,1
去月,1
親疎,1
少し,1
外ニ,3
右有,1
其段,1
巳八,2
下助,2
野村,1
下八,2
輪田,1
佐々,1
三村,1
日開,1
貞兵,1
中田,1
紋蔵,1
庄村,1
曽我,1
伊五,1
大谷,1
茂三,1
方上,1
岡部,1
當手,3
繁多,2
繁雑,1
多端,1
為取,1
取懸,2
筋之,1
之運,1
盤御,1
候出,1
急速,1
取調,3
旅宿,3
出入,4
可窺,1
以来,3
壱巻,3
出府,2
昨巳,1
御振,2
臨時,1
取頻,1
運ニ,1
相運,1
壱時,2
指遣,1
相渡,2
を以,1
一八,1
一壱,2
但弐,1
一七,1
〆　,1
頭壱,1
但壱,1
病氣,1
先人,1
寛急,2
壱ト,1
尤難,1
繰合,1
但地,1
是非,1
相手,3
右等,1
一預,1
方と,1
之割,1
新シ,2
内魚,1
冨永,1
右同,1
佐野,1
粟飯,1
岸　,1
内西,1
林　,1
知葉,1
添書,1
畳紙,1
相添,1
但添,1
済口,1
一済,1
高井,3
仰聞,1
明二,1
壱牧,1
度奉,1
御上,1
承置,1
申上,4
當正,1
株又,1
申ニ,1
同役,1
其砌,1
當郡,1
相詰,1
唱も,1
儀も,1
午三,1
付紙,1
當三,1
地合,1
廿日,1
向指,1
奉存,1
四月,1
御引,1
但申,1
相向,1
諸出,1
目安,1
数株,1
かゝ,1
先壱,1
双方,1
農繁,1
場も,1
比ニ,1
自宅,1
申合,1
可遂,1
午四,3
麦取,1
手抜,1
暫之,1
懸可,1
田方,1
時日,1
相居,1
御下,1
両郡,1
此名,1
砌ニ,1
日限,1
押移,1
押計,1
但名,1
候通,1
兎も,1
禁裏,1
仰且,1
於両,1
御評,1
御跡,1
仕送,1
をも,1
歩懸,1
御行,1
務ニ,1
寺社,1
彼是,1
向者,1
未九,1
一黄,1
候節,1
員数,1
帳元,1
久米,1
米田,1
頭三,1
交代,1
為冥,1
四百,1
與市,1
助任,1
元蔵,1
田宮,1
臺兵,1
頭弐,1
庄兵,1
寛永,1
本地,1
御請,1
表高,1
鮎喰,1
岩田,1
